zip,type,primary_city,latitude,longitude,irs_estimated_population_2014
75939,STANDARD,Corrigan,30.99,-94.82,3450
75941,STANDARD,Diboll,31.18,-94.78,7120
75942,PO BOX,Doucette,30.82,-94.43,371
75943,STANDARD,Douglass,31.65,-94.87,1260
75944,STANDARD,Etoile,31.34,-94.41,1040
75946,STANDARD,Garrison,31.82,-94.49,2880
75948,STANDARD,Hemphill,31.34,-93.85,4630
75949,STANDARD,Huntington,31.27,-94.57,6910
75951,STANDARD,Jasper,30.92,-93.99,13320
75954,STANDARD,Joaquin,31.96,-94.05,2950
75956,STANDARD,Kirbyville,30.65,-93.89,6280
75958,PO BOX,Martinsville,31.64,-94.43,259
75959,STANDARD,Milam,31.51,-93.86,690
75960,STANDARD,Moscow,30.92,-94.93,800
75961,STANDARD,Nacogdoches,31.61,-94.65,11220
75962,UNIQUE,Nacogdoches,31.62,-94.65,369
75963,PO BOX,Nacogdoches,31.61,-94.65,2456
75964,STANDARD,Nacogdoches,31.63,-94.74,16630
75965,STANDARD,Nacogdoches,31.72,-94.63,13060
75966,STANDARD,Newton,30.85,-93.75,3620
75968,STANDARD,Pineland,31.24,-93.97,1590
75969,STANDARD,Pollok,31.42,-94.86,3120
75972,STANDARD,San Augustine,31.52,-94.11,5140
75973,STANDARD,Shelbyville,31.7,-93.95,2050
75974,STANDARD,Tenaha,31.94,-94.24,2820
75975,STANDARD,Timpson,31.9,-94.39,2960
75976,PO BOX,Wells,31.49,-94.94,1026
75977,STANDARD,Wiergate,30.99,-93.7,510
75978,PO BOX,Woden,31.51,-94.53,372
75979,STANDARD,Woodville,30.77,-94.42,6670
75980,STANDARD,Zavalla,31.15,-94.41,1940
75990,UNIQUE,Woodville,30.77,-94.42,0
76001,STANDARD,Arlington,32.64,-97.15,31050
76002,STANDARD,Arlington,32.62,-97.09,32940
76003,PO BOX,Arlington,32.69,-97.12,1220
76004,PO BOX,Arlington,32.69,-97.12,856
76005,PO BOX,Arlington,32.69,-97.12,404
76006,STANDARD,Arlington,32.78,-97.1,23120
76007,PO BOX,Arlington,32.69,-97.12,801
76008,STANDARD,Aledo,32.69,-97.6,15870
76009,STANDARD,Alvarado,32.41,-97.21,19540
76010,STANDARD,Arlington,32.72,-97.08,51710
76011,STANDARD,Arlington,32.75,-97.08,20970
76012,STANDARD,Arlington,32.76,-97.14,24760
76013,STANDARD,Arlington,32.72,-97.16,26930
76014,STANDARD,Arlington,32.69,-97.09,34050
76015,STANDARD,Arlington,32.69,-97.12,15860
76016,STANDARD,Arlington,32.69,-97.19,29890
76017,STANDARD,Arlington,32.66,-97.16,42920
76018,STANDARD,Arlington,32.67,-97.1,26900
76019,UNIQUE,Arlington,32.69,-97.12,185
76020,STANDARD,Azle,32.89,-97.53,24450
76021,STANDARD,Bedford,32.84,-97.13,32680
76022,STANDARD,Bedford,32.83,-97.15,13040
76023,STANDARD,Boyd,33.08,-97.56,5580
76028,STANDARD,Burleson,32.53,-97.32,62020
76031,STANDARD,Cleburne,32.35,-97.33,15290
76033,STANDARD,Cleburne,32.34,-97.4,23600
76034,STANDARD,Colleyville,32.89,-97.14,24990
76035,STANDARD,Cresson,32.53,-97.65,1530
76036,STANDARD,Crowley,32.57,-97.35,23580
76039,STANDARD,Euless,32.84,-97.07,33920
76040,STANDARD,Euless,32.81,-97.09,28310
76041,STANDARD,Forreston,32.24,-96.84,390
76043,STANDARD,Glen Rose,32.23,-97.75,6390
76044,STANDARD,Godley,32.44,-97.52,3770
76048,STANDARD,Granbury,32.44,-97.78,20050
76049,STANDARD,Granbury,32.46,-97.71,25150
76050,STANDARD,Grandview,32.26,-97.17,5640
76051,STANDARD,Grapevine,32.93,-97.07,47410
76052,STANDARD,Haslet,32.95,-97.33,18960
76053,STANDARD,Hurst,32.83,-97.17,28460
76054,STANDARD,Hurst,32.86,-97.18,12080
76055,STANDARD,Itasca,32.15,-97.14,2490
76058,STANDARD,Joshua,32.46,-97.38,16780
76059,STANDARD,Keene,32.39,-97.33,4200
76060,STANDARD,Kennedale,32.64,-97.21,7320
76061,PO BOX,Lillian,32.5,-97.19,530
76063,STANDARD,Mansfield,32.56,-97.11,65860
76064,STANDARD,Maypearl,32.31,-97,1910
76065,STANDARD,Midlothian,32.49,-96.99,33310
76066,STANDARD,Millsap,32.75,-98,2670
76067,STANDARD,Mineral Wells,32.82,-98.07,16750
76068,PO BOX,Mineral Wells,32.82,-98.07,1263
76070,STANDARD,Nemo,32.28,-97.64,410
76071,STANDARD,Newark,33,-97.44,3620
76073,STANDARD,Paradise,33.08,-97.7,5050
76077,STANDARD,Rainbow,32.28,-97.7,520
76078,STANDARD,Rhome,33.05,-97.46,8890
76082,STANDARD,Springtown,32.96,-97.68,16970
76084,STANDARD,Venus,32.42,-97.1,7530
76085,STANDARD,Weatherford,32.83,-97.7,10260
76086,STANDARD,Weatherford,32.75,-97.77,18320
76087,STANDARD,Weatherford,32.68,-97.78,26040
76088,STANDARD,Weatherford,32.85,-97.9,10950
76092,STANDARD,Southlake,32.95,-97.14,29990
76093,STANDARD,Rio Vista,32.23,-97.37,2100
76094,PO BOX,Arlington,32.69,-97.12,584
76095,PO BOX,Bedford,32.84,-97.13,1107
76096,PO BOX,Arlington,32.69,-97.12,1358
76097,PO BOX,Burleson,32.53,-97.32,1581
76098,PO BOX,Azle,32.89,-97.53,1418
76099,PO BOX,Grapevine,32.93,-97.07,1053
76101,PO BOX,Fort Worth,32.75,-97.33,612
76102,STANDARD,Fort Worth,32.75,-97.33,6730
76103,STANDARD,Fort Worth,32.75,-97.27,13860
76104,STANDARD,Fort Worth,32.73,-97.32,15350
76105,STANDARD,Fort Worth,32.72,-97.27,21550
76106,STANDARD,Fort Worth,32.82,-97.36,34770
76107,STANDARD,Fort Worth,32.74,-97.38,24720
76108,STANDARD,Fort Worth,32.79,-97.52,37790
76109,STANDARD,Fort Worth,32.7,-97.39,17750
76110,STANDARD,Fort Worth,32.71,-97.34,28870
76111,STANDARD,Fort Worth,32.78,-97.3,21680
76112,STANDARD,Fort Worth,32.75,-97.22,37080
76113,PO BOX,Fort Worth,32.75,-97.33,216
76114,STANDARD,Fort Worth,32.77,-97.4,23490
76115,STANDARD,Fort Worth,32.68,-97.33,21430
76116,STANDARD,Fort Worth,32.72,-97.45,42910
76117,STANDARD,Haltom City,32.81,-97.27,29980
76118,STANDARD,Fort Worth,32.8,-97.19,14550
76119,STANDARD,Fort Worth,32.69,-97.26,41930
76120,STANDARD,Fort Worth,32.78,-97.18,15950
76121,PO BOX,Fort Worth,32.75,-97.33,873
76122,UNIQUE,Fort Worth,32.75,-97.33,164
76123,STANDARD,Fort Worth,32.62,-97.39,30780
76124,PO BOX,Fort Worth,32.75,-97.33,809
76126,STANDARD,Fort Worth,32.64,-97.5,21250
76127,STANDARD,Naval Air Station/ Jrb,32.77,-97.43,430
76129,UNIQUE,Fort Worth,32.71,-97.36,157
76130,UNIQUE,Fort Worth,32.75,-97.33,23
76131,STANDARD,Fort Worth,32.88,-97.35,34230
76132,STANDARD,Fort Worth,32.67,-97.42,22600
76133,STANDARD,Fort Worth,32.65,-97.38,46660
76134,STANDARD,Fort Worth,32.64,-97.34,24020
76135,STANDARD,Fort Worth,32.85,-97.48,18310
76136,PO BOX,Fort Worth,32.75,-97.33,560
76137,STANDARD,Fort Worth,32.86,-97.29,54750
76140,STANDARD,Fort Worth,32.62,-97.27,28130
76147,PO BOX,Fort Worth,32.75,-97.33,596
76148,STANDARD,Fort Worth,32.87,-97.25,22770
76150,STANDARD,Fort Worth,32.75,-97.33,0
76155,STANDARD,Fort Worth,32.82,-97.05,4100
76161,PO BOX,Fort Worth,32.75,-97.33,1213
76162,PO BOX,Fort Worth,32.75,-97.33,615
76163,PO BOX,Fort Worth,32.75,-97.33,610
76164,STANDARD,Fort Worth,32.78,-97.35,16280
76166,UNIQUE,Fort Worth,32.72,-97.31,0
76177,STANDARD,Fort Worth,32.98,-97.31,11550
76179,STANDARD,Fort Worth,32.91,-97.43,53290
76180,STANDARD,North Richland Hills,32.86,-97.21,31640
76181,PO BOX,Fort Worth,32.75,-97.33,106
76182,STANDARD,North Richland Hills,32.89,-97.21,29310
76185,PO BOX,Fort Worth,32.75,-97.33,570
76190,UNIQUE,Forth Worth,0,0,0
76191,UNIQUE,Fort Worth,32.75,-97.33,0
76192,UNIQUE,Fort Worth,32.75,-97.33,0
76193,UNIQUE,Fort Worth,32.75,-97.33,0
76195,UNIQUE,Fort Worth,32.75,-97.33,0
76196,UNIQUE,Fort Worth,32.75,-97.33,0
76197,UNIQUE,Fort Worth,32.75,-97.33,0
76198,UNIQUE,Fort Worth,32.75,-97.33,0
76199,UNIQUE,Fort Worth,32.75,-97.33,0
76201,STANDARD,Denton,33.21,-97.13,13330
76202,PO BOX,Denton,33.21,-97.13,1502
76203,PO BOX,Denton,33.21,-97.13,282
76204,PO BOX,Denton,33.21,-97.13,212
76205,STANDARD,Denton,33.19,-97.13,14700
76206,PO BOX,Denton,33.21,-97.13,741
76207,STANDARD,Denton,33.23,-97.18,11850
76208,STANDARD,Denton,33.21,-97.06,22010
76209,STANDARD,Denton,33.23,-97.11,22790
76210,STANDARD,Denton,33.14,-97.06,39090
76225,STANDARD,Alvord,33.35,-97.69,3010
76226,STANDARD,Argyle,33.11,-97.17,22740
76227,STANDARD,Aubrey,33.3,-96.98,27410
76228,STANDARD,Bellevue,33.63,-98.01,870
76230,STANDARD,Bowie,33.55,-97.84,8490
76233,STANDARD,Collinsville,33.55,-96.91,2940
76234,STANDARD,Decatur,33.23,-97.59,15120
76238,STANDARD,Era,33.48,-97.35,520
76239,STANDARD,Forestburg,33.54,-97.59,900
76240,STANDARD,Gainesville,33.63,-97.15,23680
76241,PO BOX,Gainesville,33.63,-97.15,1748
76244,STANDARD,Keller,32.93,-97.28,69900
76245,STANDARD,Gordonville,33.84,-96.88,1400
76246,PO BOX,Greenwood,33.38,-97.47,96
76247,STANDARD,Justin,33.08,-97.29,14250
76248,STANDARD,Keller,32.93,-97.22,37920
76249,STANDARD,Krum,33.26,-97.22,8530
76250,STANDARD,Lindsay,33.63,-97.21,1230
76251,STANDARD,Montague,33.67,-97.72,650
76252,STANDARD,Muenster,33.65,-97.37,2900
76253,PO BOX,Myra,33.62,-97.31,214
76255,STANDARD,Nocona,33.78,-97.73,4500
76258,STANDARD,Pilot Point,33.39,-96.95,6840
76259,STANDARD,Ponder,33.17,-97.28,4590
76261,STANDARD,Ringgold,33.8,-97.95,258
76262,STANDARD,Roanoke,33,-97.23,34490
76263,STANDARD,Rosston,33.48,-97.45,85
76264,STANDARD,Sadler,33.74,-96.84,1250
76265,STANDARD,Saint Jo,33.69,-97.52,1440
76266,STANDARD,Sanger,33.36,-97.17,13720
76267,PO BOX,Slidell,33.35,-97.39,285
76268,PO BOX,Southmayd,33.63,-96.77,367
76270,STANDARD,Sunset,33.45,-97.77,1710
76271,STANDARD,Tioga,33.47,-96.91,1470
76272,STANDARD,Valley View,33.48,-97.16,4420
76273,STANDARD,Whitesboro,33.65,-96.9,8170
76299,UNIQUE,Roanoke,32.99,-97.23,0
76301,STANDARD,Wichita Falls,33.89,-98.51,12700
76302,STANDARD,Wichita Falls,33.86,-98.49,10270
76305,STANDARD,Wichita Falls,34,-98.39,4490
76306,STANDARD,Wichita Falls,33.94,-98.52,12980
76307,PO BOX,Wichita Falls,33.89,-98.51,974
76308,STANDARD,Wichita Falls,33.85,-98.54,16590
76309,STANDARD,Wichita Falls,33.89,-98.54,11460
76310,STANDARD,Wichita Falls,33.8,-98.51,17040
76311,STANDARD,Sheppard Afb,33.97,-98.51,2630
76351,PO BOX,Archer City,33.59,-98.62,1720
76352,PO BOX,Bluegrove,33.67,-98.25,24
76354,STANDARD,Burkburnett,34.07,-98.56,10290
76357,STANDARD,Byers,34.07,-98.19,590
76360,STANDARD,Electra,34.03,-98.91,2420
76363,STANDARD,Goree,33.46,-99.52,260
76364,STANDARD,Harrold,34.08,-99.03,198
76365,STANDARD,Henrietta,33.81,-98.19,4100
76366,STANDARD,Holliday,33.81,-98.68,1960
76367,STANDARD,Iowa Park,33.95,-98.68,8470
76369,PO BOX,Kamay,33.85,-98.82,211
76370,PO BOX,Megargel,33.45,-98.92,295
76371,STANDARD,Munday,33.44,-99.62,1520
76372,STANDARD,Newcastle,33.19,-98.74,770
76373,STANDARD,Oklaunion,34.13,-99.13,166
76374,STANDARD,Olney,33.36,-98.75,3400
76377,STANDARD,Petrolia,34.01,-98.23,640
76379,STANDARD,Scotland,33.67,-98.49,450
76380,STANDARD,Seymour,33.59,-99.25,2940
76384,STANDARD,Vernon,34.14,-99.3,10310
76385,PO BOX,Vernon,34.14,-99.3,767
76388,STANDARD,Weinert,33.32,-99.67,217
76389,STANDARD,Windthorst,33.57,-98.43,1320
76401,STANDARD,Stephenville,32.21,-98.21,20610
76402,UNIQUE,Stephenville,32.22,-98.22,93
76424,STANDARD,Breckenridge,32.75,-98.91,6980
76426,STANDARD,Bridgeport,33.2,-97.75,10270
76427,STANDARD,Bryson,33.15,-98.38,670
76429,STANDARD,Caddo,32.68,-98.64,176
76430,STANDARD,Albany,32.72,-99.29,2180
76431,STANDARD,Chico,33.29,-97.79,3050
76432,STANDARD,Blanket,31.82,-98.78,1130
76433,STANDARD,Bluff Dale,32.35,-98.02,1220
76435,STANDARD,Carbon,32.26,-98.82,540
76436,STANDARD,Carlton,31.86,-98.23,180
76437,STANDARD,Cisco,32.38,-98.98,4470
76439,PO BOX,Dennis,32.61,-97.92,285
76442,STANDARD,Comanche,31.89,-98.6,6300
76443,STANDARD,Cross Plains,32.12,-99.16,1590
76444,STANDARD,De Leon,32.11,-98.53,2920
76445,STANDARD,Desdemona,32.29,-98.56,270
76446,STANDARD,Dublin,32.08,-98.33,7330
76448,STANDARD,Eastland,32.4,-98.81,4790
76449,STANDARD,Graford,32.93,-98.24,1850
76450,STANDARD,Graham,33.1,-98.57,12030
76452,PO BOX,Energy,31.75,-98.36,79
76453,STANDARD,Gordon,32.54,-98.36,940
76454,STANDARD,Gorman,32.21,-98.67,1330
76455,STANDARD,Gustine,31.84,-98.4,840
76457,STANDARD,Hico,31.98,-98.02,3070
76458,STANDARD,Jacksboro,33.22,-98.15,4710
76459,STANDARD,Jermyn,33.25,-98.39,144
76460,STANDARD,Loving,33.27,-98.48,380
76461,PO BOX,Lingleville,32.26,-98.36,208
76462,STANDARD,Lipan,32.51,-98.04,2630
76463,STANDARD,Mingus,32.53,-98.42,380
76464,STANDARD,Moran,32.54,-99.16,380
76465,PO BOX,Morgan Mill,32.4,-98.17,299
76466,PO BOX,Olden,32.42,-98.73,293
76467,PO BOX,Paluxy,32.35,-97.89,63
76468,PO BOX,Proctor,32.01,-98.42,250
76469,PO BOX,Putnam,32.36,-99.19,78
76470,STANDARD,Ranger,32.47,-98.67,2300
76471,STANDARD,Rising Star,32.09,-98.96,1210
76472,STANDARD,Santo,32.58,-98.18,1320
76474,STANDARD,Sidney,31.92,-98.77,290
76475,STANDARD,Strawn,32.67,-98.49,890
76476,STANDARD,Tolar,32.39,-97.91,2420
76481,STANDARD,South Bend,33,-98.66,166
76483,STANDARD,Throckmorton,33.18,-99.17,870
76484,STANDARD,Palo Pinto,32.76,-98.28,790
76485,PO BOX,Peaster,32.87,-97.86,325
76486,STANDARD,Perrin,33.08,-98.05,1060
76487,STANDARD,Poolville,32.97,-97.87,2150
76490,STANDARD,Whitt,32.96,-98.02,180
76491,STANDARD,Woodson,33.01,-99.05,380
76501,STANDARD,Temple,31.08,-97.25,14710
76502,STANDARD,Temple,31.1,-97.41,34030
76503,PO BOX,Temple,31.09,-97.36,1131
76504,STANDARD,Temple,31.09,-97.36,19360
76505,PO BOX,Temple,31.09,-97.36,774
76508,UNIQUE,Temple,31.08,-97.36,0
76511,STANDARD,Bartlett,30.79,-97.42,1980
76513,STANDARD,Belton,31.06,-97.46,33020
76518,STANDARD,Buckholts,30.87,-97.12,1100
76519,STANDARD,Burlington,31.02,-97.12,490
76520,STANDARD,Cameron,30.85,-96.97,6940
76522,STANDARD,Copperas Cove,31.11,-97.9,35480
76523,PO BOX,Davilla,30.79,-97.29,176
76524,STANDARD,Eddy,31.27,-97.2,2600
76525,STANDARD,Evant,31.47,-98.14,880
76526,PO BOX,Flat,31.31,-97.57,142
76527,STANDARD,Florence,30.83,-97.79,3960
76528,STANDARD,Gatesville,31.44,-97.73,13940
76530,STANDARD,Granger,30.71,-97.44,2250
76531,STANDARD,Hamilton,31.7,-98.12,3970
76533,PO BOX,Heidenheimer,31.01,-97.32,217
76534,STANDARD,Holland,30.88,-97.4,2440
76537,STANDARD,Jarrell,30.81,-97.6,6130
76538,STANDARD,Jonesboro,31.65,-97.9,660
76539,STANDARD,Kempner,31.07,-98,7710
76540,PO BOX,Killeen,31.09,-97.71,936
76541,STANDARD,Killeen,31.11,-97.73,15580
76542,STANDARD,Killeen,31.01,-97.75,43740
76543,STANDARD,Killeen,31.09,-97.71,26530
76544,STANDARD,Fort Hood,31.14,-97.76,23160
76545,UNIQUE,Killeen,31.11,-97.72,35
76546,UNIQUE,Killeen,31.11,-97.72,0
76547,PO BOX,Killeen,31.09,-97.71,900
76548,STANDARD,Harker Heights,31.06,-97.65,27060
76549,STANDARD,Killeen,31.02,-97.83,46020
76550,STANDARD,Lampasas,31.06,-98.18,10690
76554,STANDARD,Little River Academy,30.97,-97.37,2100
76556,STANDARD,Milano,30.7,-96.85,1320
76557,STANDARD,Moody,31.3,-97.36,4600
76558,PO BOX,Mound,31.31,-97.57,83
76559,STANDARD,Nolanville,31.07,-97.61,4880
76561,STANDARD,Oglesby,31.41,-97.5,900
76564,PO BOX,Pendleton,31.12,-97.23,202
76565,STANDARD,Pottsville,31.64,-98.35,90
76566,STANDARD,Purmela,31.55,-98.05,270
76567,STANDARD,Rockdale,30.65,-97,7720
76569,STANDARD,Rogers,30.93,-97.22,2510
76570,STANDARD,Rosebud,31.07,-96.97,2080
76571,STANDARD,Salado,30.95,-97.52,7270
76573,PO BOX,Schwertner,30.82,-97.5,86
76574,STANDARD,Taylor,30.57,-97.41,16750
76577,STANDARD,Thorndale,30.61,-97.2,2800
76578,STANDARD,Thrall,30.58,-97.29,1640
76579,STANDARD,Troy,31.19,-97.3,4610
76596,UNIQUE,Gatesville,31.48,-97.73,14
76597,UNIQUE,Gatesville,31.49,-97.71,20
76598,UNIQUE,Gatesville,31.48,-97.74,47
76599,UNIQUE,Gatesville,31.47,-97.74,0
76621,STANDARD,Abbott,31.88,-97.07,1040
76622,STANDARD,Aquilla,31.85,-97.22,910
76623,PO BOX,Avalon,32.21,-96.75,430
76624,STANDARD,Axtell,31.65,-96.97,2130
76626,STANDARD,Blooming Grove,32.09,-96.71,1480
76627,STANDARD,Blum,32.14,-97.39,1420
76628,PO BOX,Brandon,32.03,-96.95,107
76629,STANDARD,Bremond,31.16,-96.67,1720
76630,STANDARD,Bruceville,31.33,-97.21,1550
76631,STANDARD,Bynum,31.96,-97,430
76632,STANDARD,Chilton,31.3,-97.06,1520
76633,STANDARD,China Spring,31.67,-97.31,4970
76634,STANDARD,Clifton,31.78,-97.58,5870
76635,STANDARD,Coolidge,31.75,-96.65,1180
76636,STANDARD,Covington,32.17,-97.25,1380
76637,STANDARD,Cranfills Gap,31.77,-97.82,430
76638,STANDARD,Crawford,31.53,-97.44,2760
76639,STANDARD,Dawson,31.89,-96.71,1190
76640,STANDARD,Elm Mott,31.67,-97.1,2630
76641,STANDARD,Frost,32.07,-96.8,1500
76642,STANDARD,Groesbeck,31.52,-96.53,5450
76643,STANDARD,Hewitt,31.45,-97.19,13750
76644,PO BOX,Laguna Park,31.78,-97.58,309
76645,STANDARD,Hillsboro,32,-97.11,10010
76648,STANDARD,Hubbard,31.84,-96.8,2060
76649,STANDARD,Iredell,31.98,-97.87,610
76650,PO BOX,Irene,31.99,-96.85,84
76651,STANDARD,Italy,32.18,-96.88,2760
76652,STANDARD,Kopperl,32.11,-97.58,870
76653,STANDARD,Kosse,31.3,-96.62,950
76654,PO BOX,Leroy,31.73,-97.02,217
76655,STANDARD,Lorena,31.38,-97.21,7820
76656,STANDARD,Lott,31.2,-97.03,1990
76657,STANDARD,Mc Gregor,31.45,-97.37,9490
76660,STANDARD,Malone,31.91,-96.89,390
76661,STANDARD,Marlin,31.3,-96.89,5380
76664,STANDARD,Mart,31.54,-96.83,2660
76665,STANDARD,Meridian,31.92,-97.64,2110
76666,STANDARD,Mertens,32.05,-96.89,230
76667,STANDARD,Mexia,31.67,-96.48,10120
76670,STANDARD,Milford,32.12,-96.94,1210
76671,STANDARD,Morgan,32.01,-97.6,1340
76673,STANDARD,Mount Calm,31.75,-96.88,980
76676,STANDARD,Penelope,31.86,-96.95,320
76678,STANDARD,Prairie Hill,31.65,-96.78,184
76679,STANDARD,Purdon,31.94,-96.57,1200
76680,STANDARD,Reagan,31.2,-96.81,205
76681,STANDARD,Richland,31.92,-96.42,410
76682,STANDARD,Riesel,31.47,-96.93,2540
76684,PO BOX,Ross,31.72,-97.11,259
76685,PO BOX,Satin,31.38,-97.02,93
76686,PO BOX,Tehuacana,31.74,-96.54,293
76687,STANDARD,Thornton,31.41,-96.57,1220
76689,STANDARD,Valley Mills,31.65,-97.47,3480
76690,STANDARD,Walnut Springs,32.05,-97.75,1060
76691,STANDARD,West,31.8,-97.09,5730
76692,STANDARD,Whitney,31.94,-97.32,8130
76693,STANDARD,Wortham,31.79,-96.46,1560
76701,STANDARD,Waco,31.55,-97.14,1130
76702,PO BOX,Waco,31.56,-97.18,896
76703,PO BOX,Waco,31.56,-97.18,832
76704,STANDARD,Waco,31.58,-97.13,5650
76705,STANDARD,Waco,31.62,-97.1,24810
76706,STANDARD,Waco,31.48,-97.08,24210
76707,STANDARD,Waco,31.55,-97.16,14750
76708,STANDARD,Waco,31.56,-97.18,23700
76710,STANDARD,Waco,31.54,-97.2,20770
76711,STANDARD,Waco,31.51,-97.15,8240
76712,STANDARD,Woodway,31.49,-97.23,23420
76714,PO BOX,Waco,31.56,-97.18,692
76715,PO BOX,Waco,31.56,-97.18,785
76716,PO BOX,Waco,31.56,-97.18,31
76795,UNIQUE,Waco,31.47,-97.24,0
76797,UNIQUE,Waco,31.56,-97.18,0
76798,STANDARD,Waco,31.55,-97.12,94
76799,UNIQUE,Waco,31.56,-97.18,0
76801,STANDARD,Brownwood,31.72,-98.97,19880
76802,STANDARD,Early,31.74,-98.94,4260
76803,PO BOX,Brownwood,31.72,-98.97,370
76804,PO BOX,Brownwood,31.72,-98.97,1344
76820,STANDARD,Art,30.74,-99.1,99
76821,STANDARD,Ballinger,31.74,-99.95,4310
76823,STANDARD,Bangs,31.71,-99.13,2500
76824,PO BOX,Bend,30.94,-98.47,60
76825,STANDARD,Brady,31.13,-99.37,6300
76827,STANDARD,Brookesmith,31.55,-99.11,350
76828,STANDARD,Burkett,31.99,-99.22,154
76831,STANDARD,Castell,30.65,-98.92,76
76832,STANDARD,Cherokee,30.98,-98.7,500
76834,STANDARD,Coleman,31.83,-99.42,4500
76836,STANDARD,Doole,31.44,-99.55,45
76837,STANDARD,Eden,31.21,-99.84,1120
76841,STANDARD,Fort Mc Kavett,30.9,-100.11,107
76842,STANDARD,Fredonia,30.93,-99.11,146
76844,STANDARD,Goldthwaite,31.45,-98.57,2990
76845,STANDARD,Gouldbusk,31.55,-99.47,130
76848,STANDARD,Hext,30.86,-99.52,61
76849,STANDARD,Junction,30.48,-99.77,3160
76852,STANDARD,Lohn,31.32,-99.4,200
76853,STANDARD,Lometa,31.21,-98.39,1290
76854,STANDARD,London,30.67,-99.57,250
76855,PO BOX,Lowake,31.56,-100.07,19
76856,STANDARD,Mason,30.74,-99.23,3120
76857,STANDARD,May,31.97,-98.91,1320
76858,STANDARD,Melvin,31.19,-99.58,230
76859,STANDARD,Menard,30.91,-99.78,1560
76861,STANDARD,Miles,31.6,-100.18,2000
76862,STANDARD,Millersview,31.4,-99.75,137
76864,STANDARD,Mullin,31.55,-98.66,590
76865,STANDARD,Norton,31.87,-100.12,122
76866,STANDARD,Paint Rock,31.5,-99.92,450
76869,STANDARD,Pontotoc,30.9,-98.97,134
76870,STANDARD,Priddy,31.63,-98.55,257
76871,STANDARD,Richland Springs,31.27,-98.94,610
76872,STANDARD,Rochelle,31.22,-99.21,540
76873,STANDARD,Rockwood,31.5,-99.37,38
76874,STANDARD,Roosevelt,30.49,-100.05,64
76875,STANDARD,Rowena,31.64,-100.04,540
76877,STANDARD,San Saba,31.19,-98.72,3580
76878,STANDARD,Santa Anna,31.73,-99.32,1270
76880,PO BOX,Star,31.47,-98.41,84
76882,STANDARD,Talpa,31.77,-99.7,210
76883,STANDARD,Telegraph,30.33,-99.98,18
76884,STANDARD,Valera,31.75,-99.54,167
76885,STANDARD,Valley Spring,30.86,-98.86,152
76886,PO BOX,Veribest,31.47,-100.25,163
76887,STANDARD,Voca,31.01,-99.18,97
76888,STANDARD,Voss,31.62,-99.56,83
76890,STANDARD,Zephyr,31.67,-98.79,790
76901,STANDARD,San Angelo,31.61,-100.55,25890
76902,PO BOX,San Angelo,31.44,-100.45,1940
76903,STANDARD,San Angelo,31.44,-100.45,27710
76904,STANDARD,San Angelo,31.28,-100.41,29190
76905,STANDARD,San Angelo,31.51,-100.32,11220
76906,PO BOX,San Angelo,31.44,-100.45,1100
76908,STANDARD,Goodfellow Afb,31.43,-100.4,795
76909,UNIQUE,San Angelo,31.44,-100.45,110
76930,STANDARD,Barnhart,31.12,-101.17,133
76932,STANDARD,Big Lake,31.19,-101.45,3790
76933,STANDARD,Bronte,31.88,-100.29,1180
76934,STANDARD,Carlsbad,31.6,-100.67,890
76935,STANDARD,Christoval,31.19,-100.49,1630
76936,STANDARD,Eldorado,30.86,-100.59,2620
76937,STANDARD,Eola,31.39,-100.15,250
76939,PO BOX,Knickerbocker,31.26,-100.62,163
76940,STANDARD,Mereta,31.45,-100.14,220
76941,STANDARD,Mertzon,31.26,-100.82,1250
76943,STANDARD,Ozona,30.7,-101.2,3640
76945,STANDARD,Robert Lee,31.89,-100.48,1500
76949,STANDARD,Silver,32.07,-100.68,0
76950,STANDARD,Sonora,30.57,-100.64,3880
76951,STANDARD,Sterling City,31.83,-100.98,1230
76953,PO BOX,Tennyson,31.74,-100.28,64
76955,STANDARD,Vancourt,31.34,-100.17,132
76957,STANDARD,Wall,31.37,-100.31,400
76958,PO BOX,Water Valley,31.66,-100.71,333
77001,PO BOX,Houston,29.76,-95.38,575
77002,STANDARD,Houston,29.76,-95.37,5640
77003,STANDARD,Houston,29.75,-95.35,8600
77004,STANDARD,Houston,29.72,-95.36,21380
77005,STANDARD,Houston,29.72,-95.42,22810
77006,STANDARD,Houston,29.74,-95.39,17210
77007,STANDARD,Houston,29.77,-95.41,31170
77008,STANDARD,Houston,29.8,-95.42,28410
77009,STANDARD,Houston,29.8,-95.37,33280
77010,STANDARD,Houston,29.75,-95.36,700
77011,STANDARD,Houston,29.74,-95.31,16490
77012,STANDARD,Houston,29.72,-95.27,18120
77013,STANDARD,Houston,29.79,-95.23,16310
77014,STANDARD,Houston,29.98,-95.46,29620
77015,STANDARD,Houston,29.76,-95.17,54530
77016,STANDARD,Houston,29.86,-95.3,26240
77017,STANDARD,Houston,29.69,-95.25,30480
77018,STANDARD,Houston,29.83,-95.43,24290
77019,STANDARD,Houston,29.76,-95.38,18690
77020,STANDARD,Houston,29.77,-95.31,23400
77021,STANDARD,Houston,29.7,-95.36,22860
77022,STANDARD,Houston,29.83,-95.38,25480
77023,STANDARD,Houston,29.72,-95.32,25060
77024,STANDARD,Houston,29.77,-95.51,34580
77025,STANDARD,Houston,29.69,-95.43,23050
77026,STANDARD,Houston,29.8,-95.33,20540
