zip,type,primary_city,latitude,longitude,irs_estimated_population_2014
78022,STANDARD,George West,28.33,-98.11,4510
78023,STANDARD,Helotes,29.56,-98.69,27840
78024,STANDARD,Hunt,30.06,-99.33,1390
78025,STANDARD,Ingram,30.07,-99.23,4490
78026,STANDARD,Jourdanton,28.91,-98.54,5550
78027,STANDARD,Kendalia,29.96,-98.51,400
78028,STANDARD,Kerrville,30.04,-99.13,32280
78029,PO BOX,Kerrville,30.16,-99.35,2636
78039,STANDARD,La Coste,29.3,-98.81,1570
78040,STANDARD,Laredo,27.51,-99.5,38260
78041,STANDARD,Laredo,27.55,-99.46,44440
78042,PO BOX,Laredo,27.53,-99.48,1802
78043,STANDARD,Laredo,27.53,-99.48,41100
78044,PO BOX,Laredo,27.75,-99.13,2525
78045,STANDARD,Laredo,27.83,-99.69,63040
78046,STANDARD,Laredo,27.37,-99.35,63800
78049,UNIQUE,Laredo,27.53,-99.48,0
78050,PO BOX,Leming,29.06,-98.48,1172
78052,STANDARD,Lytle,29.23,-98.79,6990
78054,PO BOX,Macdona,29.41,-98.63,584
78055,STANDARD,Medina,29.8,-99.25,1310
78056,STANDARD,Mico,29.53,-98.93,1790
78057,STANDARD,Moore,29.05,-99.01,980
78058,STANDARD,Mountain Home,30.16,-99.36,990
78059,STANDARD,Natalia,29.19,-98.85,4630
78060,STANDARD,Oakville,28.45,-98.11,49
78061,STANDARD,Pearsall,28.88,-99.09,8570
78062,PO BOX,Peggy,28.79,-98.24,0
78063,STANDARD,Pipe Creek,29.71,-98.93,7730
78064,STANDARD,Pleasanton,28.96,-98.49,13470
78065,STANDARD,Poteet,29.03,-98.57,9580
78066,STANDARD,Rio Medina,29.5,-98.85,620
78067,STANDARD,San Ygnacio,27.13,-99.33,700
78069,STANDARD,Somerset,29.19,-98.68,4630
78070,STANDARD,Spring Branch,29.86,-98.4,15150
78071,STANDARD,Three Rivers,28.46,-98.17,3200
78072,STANDARD,Tilden,28.45,-98.54,740
78073,STANDARD,Von Ormy,29.25,-98.62,7550
78074,PO BOX,Waring,29.95,-98.8,192
78075,STANDARD,Whitsett,28.62,-98.37,132
78076,STANDARD,Zapata,26.89,-99.26,11170
78101,STANDARD,Adkins,29.37,-98.25,7890
78102,STANDARD,Beeville,28.4,-97.74,16440
78104,PO BOX,Beeville,28.52,-97.76,2511
78107,PO BOX,Berclair,28.5,-97.53,233
78108,STANDARD,Cibolo,29.57,-98.23,35880
78109,STANDARD,Converse,29.51,-98.31,41270
78111,STANDARD,Ecleto,29.03,-97.75,0
78112,STANDARD,Elmendorf,29.25,-98.33,7800
78113,STANDARD,Falls City,28.98,-98.02,2180
78114,STANDARD,Floresville,29.13,-98.15,18770
78115,PO BOX,Geronimo,29.66,-97.96,419
78116,STANDARD,Gillett,29.13,-97.8,320
78117,STANDARD,Hobson,28.93,-97.98,510
78118,STANDARD,Karnes City,28.88,-97.9,3930
78119,STANDARD,Kenedy,28.81,-97.85,4510
78121,STANDARD,La Vernia,29.35,-98.11,12700
78122,STANDARD,Leesville,29.43,-97.74,290
78123,STANDARD,Mc Queeney,29.59,-98.04,2160
78124,STANDARD,Marion,29.57,-98.14,5540
78125,PO BOX,Mineral,28.55,-97.97,145
78130,STANDARD,New Braunfels,29.7,-98.11,64210
78131,PO BOX,New Braunfels,29.7,-98.11,1911
78132,STANDARD,New Braunfels,29.76,-98.19,24830
78133,STANDARD,Canyon Lake,29.87,-98.26,15360
78135,UNIQUE,New Braunfels,29.7,-98.11,0
78140,STANDARD,Nixon,29.26,-97.76,3290
78141,STANDARD,Nordheim,28.92,-97.61,580
78142,PO BOX,Normanna,28.53,-97.79,230
78143,PO BOX,Pandora,29.26,-97.85,60
78144,PO BOX,Panna Maria,28.95,-97.89,22
78145,PO BOX,Pawnee,28.64,-98,227
78146,PO BOX,Pettus,28.6,-97.84,675
78147,PO BOX,Poth,29.07,-98.08,2094
78148,STANDARD,Universal City,29.55,-98.3,19560
78150,STANDARD,Randolph A F B,29.53,-98.28,553
78151,STANDARD,Runge,28.88,-97.71,1320
78152,STANDARD,Saint Hedwig,29.42,-98.21,2280
78154,STANDARD,Schertz,29.55,-98.26,34510
78155,STANDARD,Seguin,29.57,-97.96,40840
78156,PO BOX,Seguin,29.57,-97.96,1487
78159,STANDARD,Smiley,29.27,-97.63,860
78160,STANDARD,Stockdale,29.23,-97.96,3700
78161,STANDARD,Sutherland Springs,29.29,-98.06,720
78162,PO BOX,Tuleta,28.56,-97.8,373
78163,STANDARD,Bulverde,29.77,-98.45,10140
78164,STANDARD,Yorktown,28.98,-97.5,3480
78201,STANDARD,San Antonio,29.47,-98.53,37230
78202,STANDARD,San Antonio,29.43,-98.46,9370
78203,STANDARD,San Antonio,29.42,-98.46,5360
78204,STANDARD,San Antonio,29.4,-98.51,9500
78205,STANDARD,San Antonio,29.42,-98.49,980
78206,STANDARD,San Antonio,29.45,-98.5,0
78207,STANDARD,San Antonio,29.42,-98.53,39910
78208,STANDARD,San Antonio,29.44,-98.46,3670
78209,STANDARD,San Antonio,29.49,-98.46,35010
78210,STANDARD,San Antonio,29.4,-98.46,30780
78211,STANDARD,San Antonio,29.34,-98.57,28400
78212,STANDARD,San Antonio,29.45,-98.5,21690
78213,STANDARD,San Antonio,29.52,-98.52,37180
78214,STANDARD,San Antonio,29.32,-98.47,20140
78215,STANDARD,San Antonio,29.44,-98.48,1730
78216,STANDARD,San Antonio,29.54,-98.49,34950
78217,STANDARD,San Antonio,29.54,-98.42,30080
78218,STANDARD,San Antonio,29.49,-98.4,29730
78219,STANDARD,San Antonio,29.45,-98.39,13890
78220,STANDARD,San Antonio,29.42,-98.39,14900
78221,STANDARD,San Antonio,29.28,-98.48,32890
78222,STANDARD,San Antonio,29.35,-98.37,18900
78223,STANDARD,San Antonio,29.31,-98.39,46270
78224,STANDARD,San Antonio,29.31,-98.53,17250
78225,STANDARD,San Antonio,29.39,-98.53,11450
78226,STANDARD,San Antonio,29.38,-98.57,5680
78227,STANDARD,San Antonio,29.41,-98.63,42240
78228,STANDARD,San Antonio,29.46,-98.57,51460
78229,STANDARD,San Antonio,29.5,-98.57,24550
78230,STANDARD,San Antonio,29.55,-98.56,36540
78231,STANDARD,San Antonio,29.58,-98.54,8490
78232,STANDARD,San Antonio,29.59,-98.47,33320
78233,STANDARD,San Antonio,29.56,-98.36,42750
78234,STANDARD,San Antonio,29.46,-98.44,4720
78235,STANDARD,San Antonio,29.35,-98.44,670
78236,STANDARD,Lackland A F B,29.39,-98.62,2730
78237,STANDARD,San Antonio,29.42,-98.57,32350
78238,STANDARD,San Antonio,29.47,-98.62,22300
78239,STANDARD,San Antonio,29.52,-98.36,27590
78240,STANDARD,San Antonio,29.53,-98.61,47240
78241,STANDARD,San Antonio,29.45,-98.5,0
78242,STANDARD,San Antonio,29.35,-98.61,28450
78243,STANDARD,San Antonio,29.37,-98.59,15
78244,STANDARD,San Antonio,29.47,-98.35,30130
78245,STANDARD,San Antonio,29.4,-98.73,69610
78246,PO BOX,San Antonio,29.45,-98.5,462
78247,STANDARD,San Antonio,29.59,-98.41,47650
78248,STANDARD,San Antonio,29.59,-98.53,13500
78249,STANDARD,San Antonio,29.57,-98.62,42580
78250,STANDARD,San Antonio,29.5,-98.66,52460
78251,STANDARD,San Antonio,29.46,-98.68,51420
78252,STANDARD,San Antonio,29.34,-98.71,8470
78253,STANDARD,San Antonio,29.47,-98.8,44840
78254,STANDARD,San Antonio,29.54,-98.73,50590
78255,STANDARD,San Antonio,29.65,-98.66,14350
78256,STANDARD,San Antonio,29.62,-98.62,6950
78257,STANDARD,San Antonio,29.66,-98.58,5560
78258,STANDARD,San Antonio,29.63,-98.5,44340
78259,STANDARD,San Antonio,29.63,-98.43,25530
78260,STANDARD,San Antonio,29.7,-98.49,30190
78261,STANDARD,San Antonio,29.69,-98.4,19920
78262,STANDARD,San Antonio,29.42,-98.49,0
78263,STANDARD,San Antonio,29.36,-98.3,4280
78264,STANDARD,San Antonio,29.2,-98.49,11380
78265,PO BOX,San Antonio,29.45,-98.5,992
78266,STANDARD,San Antonio,29.66,-98.34,6810
78268,PO BOX,San Antonio,29.45,-98.5,580
78269,PO BOX,San Antonio,29.45,-98.5,912
78270,PO BOX,San Antonio,29.45,-98.5,642
78275,UNIQUE,San Antonio,29.53,-98.42,0
78278,PO BOX,San Antonio,29.45,-98.5,917
78279,PO BOX,San Antonio,29.45,-98.5,424
78280,PO BOX,San Antonio,29.45,-98.5,196
78283,PO BOX,San Antonio,29.45,-98.5,801
78284,STANDARD,San Antonio,29.45,-98.5,0
78285,STANDARD,San Antonio,29.45,-98.5,0
78286,UNIQUE,San Antonio,29.42,-98.49,0
78287,UNIQUE,San Antonio,29.45,-98.5,0
78288,UNIQUE,San Antonio,29.45,-98.5,84
78289,UNIQUE,San Antonio,29.45,-98.5,0
78291,PO BOX,San Antonio,29.45,-98.5,103
78292,PO BOX,San Antonio,29.45,-98.5,47
78293,PO BOX,San Antonio,29.45,-98.5,46
78294,PO BOX,San Antonio,29.45,-98.5,14
78295,PO BOX,San Antonio,29.45,-98.5,64
78296,PO BOX,San Antonio,29.45,-98.5,67
78297,PO BOX,San Antonio,29.45,-98.5,68
78298,PO BOX,San Antonio,29.45,-98.5,29
78299,PO BOX,San Antonio,29.45,-98.5,169
78330,STANDARD,Agua Dulce,27.74,-97.92,930
78332,STANDARD,Alice,27.75,-98.06,24020
78333,PO BOX,Alice,27.75,-98.06,2906
78335,PO BOX,Aransas Pass,27.87,-97.09,2158
78336,STANDARD,Aransas Pass,27.9,-97.14,9640
78338,PO BOX,Armstrong,26.91,-97.77,60
78339,PO BOX,Banquete,27.81,-97.79,1211
78340,STANDARD,Bayside,28.09,-97.21,370
78341,PO BOX,Benavides,27.63,-98.5,1670
78342,PO BOX,Ben Bolt,27.66,-98.08,538
78343,STANDARD,Bishop,27.58,-97.79,3940
78344,STANDARD,Bruni,27.42,-98.84,360
78347,PO BOX,Chapman Ranch,27.58,-97.45,119
78349,STANDARD,Concepcion,27.38,-98.27,330
78350,PO BOX,Dinero,28.2,-97.93,106
78351,PO BOX,Driscoll,27.67,-97.75,883
78352,PO BOX,Edroy,27.96,-97.68,512
78353,STANDARD,Encino,26.93,-98.13,270
78355,STANDARD,Falfurrias,27.22,-98.14,6200
78357,STANDARD,Freer,27.88,-98.61,3180
78358,PO BOX,Fulton,28.07,-97.04,2354
78359,PO BOX,Gregory,27.92,-97.29,2165
78360,STANDARD,Guerra,26.88,-98.88,0
78361,STANDARD,Hebbronville,27.31,-98.68,4510
78362,STANDARD,Ingleside,27.87,-97.2,9470
78363,STANDARD,Kingsville,27.5,-97.86,22860
78364,PO BOX,Kingsville,27.5,-97.86,1900
78368,STANDARD,Mathis,28.09,-97.82,8370
78369,STANDARD,Mirando City,27.37,-99,350
78370,STANDARD,Odem,27.94,-97.58,4660
78371,PO BOX,Oilton,27.62,-98.95,289
78372,STANDARD,Orange Grove,27.95,-97.93,5350
78373,STANDARD,Port Aransas,27.82,-97.06,3530
78374,STANDARD,Portland,27.87,-97.32,17560
78375,STANDARD,Premont,27.35,-98.12,2840
78376,STANDARD,Realitos,27.42,-98.55,280
78377,STANDARD,Refugio,28.3,-97.27,3390
78379,STANDARD,Riviera,27.28,-97.81,1490
78380,STANDARD,Robstown,27.79,-97.66,19730
78381,PO BOX,Rockport,28.04,-97.05,3080
78382,STANDARD,Rockport,28.04,-97.05,14290
78383,STANDARD,Sandia,28.01,-97.88,3220
78384,STANDARD,San Diego,27.85,-98.39,5200
78385,PO BOX,Sarita,27.21,-97.8,279
78387,STANDARD,Sinton,28.03,-97.5,8850
78389,STANDARD,Skidmore,28.23,-97.68,1670
78390,STANDARD,Taft,27.98,-97.39,5510
78391,STANDARD,Tynan,28.18,-97.71,280
78393,STANDARD,Woodsboro,28.23,-97.32,2230
78401,STANDARD,Corpus Christi,27.8,-97.39,2770
78402,STANDARD,Corpus Christi,27.82,-97.39,480
78403,PO BOX,Corpus Christi,27.8,-97.39,1097
78404,STANDARD,Corpus Christi,27.77,-97.4,12800
78405,STANDARD,Corpus Christi,27.77,-97.44,12530
78406,STANDARD,Corpus Christi,27.77,-97.52,820
78407,STANDARD,Corpus Christi,27.81,-97.44,2290
78408,STANDARD,Corpus Christi,27.79,-97.45,10070
78409,STANDARD,Corpus Christi,27.81,-97.52,2440
78410,STANDARD,Corpus Christi,27.84,-97.6,23920
78411,STANDARD,Corpus Christi,27.73,-97.39,23890
78412,STANDARD,Corpus Christi,27.7,-97.35,28820
78413,STANDARD,Corpus Christi,27.68,-97.41,33500
78414,STANDARD,Corpus Christi,27.66,-97.37,34530
78415,STANDARD,Corpus Christi,27.66,-97.48,35850
78416,STANDARD,Corpus Christi,27.75,-97.44,13070
78417,STANDARD,Corpus Christi,27.74,-97.47,4020
78418,STANDARD,Corpus Christi,27.63,-97.27,26630
78419,STANDARD,Corpus Christi,27.7,-97.27,360
78426,PO BOX,Corpus Christi,27.8,-97.39,703
78427,PO BOX,Corpus Christi,27.8,-97.39,788
78460,PO BOX,Corpus Christi,27.8,-97.39,646
78461,UNIQUE,Corpus Christi,27.79,-97.42,0
78463,PO BOX,Corpus Christi,27.8,-97.39,597
78465,PO BOX,Corpus Christi,27.8,-97.39,560
78466,PO BOX,Corpus Christi,27.8,-97.39,985
78467,PO BOX,Corpus Christi,27.8,-97.39,1009
78468,PO BOX,Corpus Christi,27.8,-97.39,602
78469,PO BOX,Corpus Christi,27.8,-97.39,803
78470,STANDARD,Corpus Christi,27.8,-97.39,44
78471,STANDARD,Corpus Christi,27.8,-97.39,58
78472,PO BOX,Corpus Christi,27.8,-97.39,289
78473,STANDARD,Corpus Christi,27.79,-97.39,94
78474,STANDARD,Corpus Christi,27.8,-97.39,0
78475,STANDARD,Corpus Christi,27.79,-97.39,41
78476,STANDARD,Corpus Christi,27.8,-97.39,0
78477,STANDARD,Corpus Christi,27.8,-97.39,0
78478,STANDARD,Corpus Christi,27.79,-97.39,0
78480,PO BOX,Corpus Christi,27.8,-97.39,800
78501,STANDARD,Mcallen,26.21,-98.23,50270
78502,PO BOX,Mcallen,26.21,-98.23,3983
78503,STANDARD,Mcallen,26.16,-98.25,19350
78504,STANDARD,Mcallen,26.27,-98.24,46740
78505,PO BOX,Mcallen,26.21,-98.23,2475
78516,STANDARD,Alamo,26.18,-98.11,28010
78520,STANDARD,Brownsville,25.96,-97.55,57530
78521,STANDARD,Brownsville,25.92,-97.48,85420
78522,PO BOX,Brownsville,25.92,-97.48,1093
78523,PO BOX,Brownsville,25.92,-97.48,2151
78526,STANDARD,Brownsville,25.99,-97.44,46080
78535,PO BOX,Combes,26.25,-97.74,1516
78536,STANDARD,Delmita,26.64,-98.4,280
78537,STANDARD,Donna,26.16,-98.05,37100
78538,STANDARD,Edcouch,26.29,-97.96,9620
78539,STANDARD,Edinburg,26.29,-98.16,29230
78540,PO BOX,Edinburg,26.29,-98.16,5041
78541,STANDARD,Edinburg,26.46,-98.25,33600
78542,STANDARD,Edinburg,26.35,-98.11,54520
78543,PO BOX,Elsa,26.29,-97.99,8228
78545,PO BOX,Falcon Heights,26.59,-99.12,674
78547,PO BOX,Garciasville,26.33,-98.71,2899
78548,PO BOX,Grulla,26.27,-98.65,2881
78549,PO BOX,Hargill,26.45,-98.04,1006
78550,STANDARD,Harlingen,26.19,-97.68,44820
78551,PO BOX,Harlingen,26.19,-97.68,1370
78552,STANDARD,Harlingen,26.2,-97.75,28970
78553,PO BOX,Harlingen,26.19,-97.68,2081
78557,STANDARD,Hidalgo,26.1,-98.25,15400
78558,PO BOX,La Blanca,26.31,-98.04,2904
78559,STANDARD,La Feria,26.15,-97.82,10480
78560,STANDARD,La Joya,26.24,-98.47,4630
78561,PO BOX,Lasara,26.48,-97.92,606
78562,PO BOX,La Villa,26.29,-97.92,2128
78563,STANDARD,Linn,26.6,-98.19,550
78564,STANDARD,Lopeno,26.72,-99.1,257
78565,PO BOX,Los Ebanos,26.25,-98.57,1286
78566,STANDARD,Los Fresnos,26.07,-97.47,14880
78567,PO BOX,Los Indios,26.05,-97.74,1257
78568,PO BOX,Lozano,26.1,-97.47,588
78569,STANDARD,Lyford,26.41,-97.78,3660
78570,STANDARD,Mercedes,26.14,-97.92,28710
78572,STANDARD,Mission,26.21,-98.31,63780
78573,STANDARD,Mission,26.3,-98.3,34200
78574,STANDARD,Mission,26.31,-98.35,48860
78575,STANDARD,Olmito,26.03,-97.55,4230
78576,STANDARD,Penitas,26.23,-98.44,10100
78577,STANDARD,Pharr,26.18,-98.18,65380
78578,STANDARD,Port Isabel,26.07,-97.22,9400
78579,PO BOX,Progreso,26.09,-97.96,4374
78580,STANDARD,Raymondville,26.47,-97.78,9900
78582,STANDARD,Rio Grande City,26.55,-98.72,34350
78583,STANDARD,Rio Hondo,26.23,-97.58,5520
78584,STANDARD,Roma,26.4,-99.01,17920
78585,PO BOX,Salineno,26.53,-99.11,241
78586,STANDARD,San Benito,26.13,-97.63,46250
78588,STANDARD,San Isidro,26.73,-98.39,350
78589,STANDARD,San Juan,26.19,-98.15,37390
78590,PO BOX,San Perlita,26.51,-97.65,427
78591,STANDARD,Santa Elena,26.58,-98.52,250
78592,PO BOX,Santa Maria,26.06,-97.85,1580
78593,STANDARD,Santa Rosa,26.25,-97.82,4940
78594,PO BOX,Sebastian,26.34,-97.79,1978
78595,STANDARD,Sullivan City,26.28,-98.56,5090
78596,STANDARD,Weslaco,26.16,-97.98,32650
78597,STANDARD,South Padre Island,26.41,-97.23,2180
78598,PO BOX,Port Mansfield,26.55,-97.43,270
78599,PO BOX,Weslaco,26.16,-97.98,4239
78602,STANDARD,Bastrop,30.11,-97.3,23720
78604,PO BOX,Belmont,29.53,-97.68,70
78605,STANDARD,Bertram,30.74,-98.05,4660
78606,STANDARD,Blanco,30.09,-98.42,5040
78607,STANDARD,Bluffton,30.82,-98.48,166
78608,STANDARD,Briggs,30.94,-97.93,480
78609,STANDARD,Buchanan Dam,30.76,-98.44,1530
78610,STANDARD,Buda,30.08,-97.83,31310
78611,STANDARD,Burnet,30.76,-98.22,11640
78612,STANDARD,Cedar Creek,30.08,-97.5,12470
78613,STANDARD,Cedar Park,30.51,-97.83,74830
78614,STANDARD,Cost,29.43,-97.56,490
78615,STANDARD,Coupland,30.46,-97.38,1250
78616,STANDARD,Dale,29.87,-97.53,7710
78617,STANDARD,Del Valle,30.16,-97.6,22050
78618,STANDARD,Doss,30.47,-99.18,210
78619,STANDARD,Driftwood,30.11,-98.03,4020
78620,STANDARD,Dripping Springs,30.18,-98.08,15950
78621,STANDARD,Elgin,30.34,-97.37,21410
78622,PO BOX,Fentress,29.75,-97.78,399
78623,STANDARD,Fischer,29.97,-98.23,1050
78624,STANDARD,Fredericksburg,30.27,-98.87,20470
78626,STANDARD,Georgetown,30.64,-97.68,25100
78627,PO BOX,Georgetown,30.64,-97.68,1911
78628,STANDARD,Georgetown,30.65,-97.75,27340
78629,STANDARD,Gonzales,29.5,-97.44,11110
78630,PO BOX,Cedar Park,30.51,-97.83,1447
78631,STANDARD,Harper,30.3,-99.25,2400
78632,STANDARD,Harwood,29.66,-97.48,920
78633,STANDARD,Georgetown,30.7,-97.73,22450
78634,STANDARD,Hutto,30.54,-97.54,28610
78635,STANDARD,Hye,30.18,-98.57,108
78636,STANDARD,Johnson City,30.27,-98.4,3410
78638,STANDARD,Kingsbury,29.65,-97.81,1840
78639,STANDARD,Kingsland,30.66,-98.45,5970
78640,STANDARD,Kyle,29.99,-97.87,48090
78641,STANDARD,Leander,30.56,-97.86,52260
78642,STANDARD,Liberty Hill,30.66,-97.92,11470
78643,STANDARD,Llano,30.75,-98.67,5430
78644,STANDARD,Lockhart,29.87,-97.67,15770
78645,STANDARD,Leander,30.45,-97.97,10160
78646,PO BOX,Leander,30.56,-97.86,1152
78648,STANDARD,Luling,29.68,-97.64,6730
78650,STANDARD,Mc Dade,30.3,-97.22,1370
78651,PO BOX,Mc Neil,30.45,-97.71,60
78652,STANDARD,Manchaca,30.13,-97.89,4260
78653,STANDARD,Manor,30.34,-97.55,19180
78654,STANDARD,Marble Falls,30.57,-98.27,16930
78655,STANDARD,Martindale,29.84,-97.84,2670
78656,STANDARD,Maxwell,29.9,-97.81,2080
78657,STANDARD,Horseshoe Bay,30.53,-98.38,5130
78658,PO BOX,Ottine,29.59,-97.59,32
78659,STANDARD,Paige,30.21,-97.11,2510
78660,STANDARD,Pflugerville,30.44,-97.62,78440
78661,PO BOX,Prairie Lea,29.73,-97.76,447
78662,STANDARD,Red Rock,29.93,-97.41,2110
78663,STANDARD,Round Mountain,30.43,-98.35,600
78664,STANDARD,Round Rock,30.51,-97.67,54360
78665,STANDARD,Round Rock,30.54,-97.64,40910
78666,STANDARD,San Marcos,29.88,-97.92,46690
78667,PO BOX,San Marcos,29.88,-97.92,1772
78669,STANDARD,Spicewood,30.48,-98.16,9240
78670,PO BOX,Staples,29.78,-97.83,333
78671,STANDARD,Stonewall,30.22,-98.63,720
78672,STANDARD,Tow,30.88,-98.46,660
78673,PO BOX,Walburg,30.75,-97.59,142
78674,PO BOX,Weir,30.67,-97.59,427
78675,STANDARD,Willow City,30.4,-98.7,166
78676,STANDARD,Wimberley,29.99,-98.1,12270
78677,STANDARD,Wrightsboro,29.35,-97.5,50
78680,PO BOX,Round Rock,30.51,-97.67,1062
78681,STANDARD,Round Rock,30.53,-97.73,52740
78682,UNIQUE,Round Rock,30.51,-97.67,46
78683,PO BOX,Round Rock,30.51,-97.67,665
78691,PO BOX,Pflugerville,30.44,-97.62,1220
78701,STANDARD,Austin,30.26,-97.74,6360
78702,STANDARD,Austin,30.26,-97.71,19040
78703,STANDARD,Austin,30.29,-97.77,18330
78704,STANDARD,Austin,30.24,-97.77,37100
78705,STANDARD,Austin,30.29,-97.74,6710
78708,PO BOX,Austin,30.26,-97.74,735
78709,PO BOX,Austin,30.26,-97.74,807
78710,STANDARD,Austin,30.26,-97.74,0
78711,PO BOX,Austin,30.26,-97.74,401
78712,STANDARD,Austin,30.28,-97.73,42
78713,PO BOX,Austin,30.26,-97.74,293
78714,PO BOX,Austin,30.26,-97.74,1176
78715,PO BOX,Austin,30.26,-97.74,942
78716,PO BOX,Austin,30.26,-97.74,914
78717,STANDARD,Austin,30.49,-97.75,28170
78718,PO BOX,Austin,30.26,-97.74,292
78719,STANDARD,Austin,30.18,-97.68,1820
78720,PO BOX,Austin,30.26,-97.74,1234
78721,STANDARD,Austin,30.27,-97.68,9990
78722,STANDARD,Austin,30.29,-97.71,5220
78723,STANDARD,Austin,30.3,-97.69,27880
78724,STANDARD,Austin,30.3,-97.62,22920
78725,STANDARD,Austin,30.23,-97.61,7350
78726,STANDARD,Austin,30.43,-97.84,12950
78727,STANDARD,Austin,30.43,-97.72,25660
78728,STANDARD,Austin,30.45,-97.69,19640
78729,STANDARD,Austin,30.46,-97.76,26280
78730,STANDARD,Austin,30.37,-97.84,8390
78731,STANDARD,Austin,30.35,-97.77,23730
78732,STANDARD,Austin,30.38,-97.9,16320
78733,STANDARD,Austin,30.32,-97.88,8950
78734,STANDARD,Austin,30.38,-97.95,19730
78735,STANDARD,Austin,30.27,-97.87,15460
78736,STANDARD,Austin,30.26,-97.96,7340
78737,STANDARD,Austin,30.19,-97.96,16010
78738,STANDARD,Austin,30.32,-97.96,18500
78739,STANDARD,Austin,30.18,-97.89,18860
78741,STANDARD,Austin,30.23,-97.71,37200
78742,STANDARD,Austin,30.24,-97.66,750
78744,STANDARD,Austin,30.18,-97.73,43740
78745,STANDARD,Austin,30.21,-97.8,51280
78746,STANDARD,Austin,30.3,-97.81,26790
78747,STANDARD,Austin,30.13,-97.74,17270
78748,STANDARD,Austin,30.17,-97.82,43440
78749,STANDARD,Austin,30.22,-97.86,32880
78750,STANDARD,Austin,30.42,-97.8,26730
78751,STANDARD,Austin,30.31,-97.72,10630
78752,STANDARD,Austin,30.33,-97.7,16400
78753,STANDARD,Austin,30.38,-97.67,50670
78754,STANDARD,Austin,30.36,-97.64,19330
78755,PO BOX,Austin,30.26,-97.74,763
78756,STANDARD,Austin,30.32,-97.74,6870
78757,STANDARD,Austin,30.35,-97.73,19900
78758,STANDARD,Austin,30.39,-97.71,42090
78759,STANDARD,Austin,30.4,-97.76,37970
78760,PO BOX,Austin,30.26,-97.74,955
78761,PO BOX,Austin,30.26,-97.74,1066
78762,PO BOX,Austin,30.26,-97.74,367
78763,PO BOX,Austin,30.26,-97.74,647
78764,PO BOX,Austin,30.26,-97.74,219
78765,PO BOX,Austin,30.26,-97.74,501
78766,PO BOX,Austin,30.26,-97.74,702
78767,PO BOX,Austin,30.26,-97.74,702
78768,PO BOX,Austin,30.26,-97.74,824
78769,PO BOX,Austin,30.26,-97.74,0
78772,UNIQUE,Austin,30.26,-97.74,0
78773,UNIQUE,Austin,30.26,-97.74,23
78774,UNIQUE,Austin,30.26,-97.74,0
78778,UNIQUE,Austin,30.26,-97.74,0
78779,UNIQUE,Austin,30.26,-97.74,0
78780,UNIQUE,Austin,30.26,-97.74,0
78781,UNIQUE,Austin,30.26,-97.74,0
78783,UNIQUE,Austin,30.26,-97.74,0
78785,UNIQUE,Austin,30.26,-97.74,0
78786,UNIQUE,Austin,30.35,-97.65,0
78788,UNIQUE,Austin,30.26,-97.74,0
78789,UNIQUE,Austin,30.26,-97.74,0
78798,STANDARD,Austin,30.37,-97.68,0
78799,STANDARD,Austin,30.27,-97.74,0
78801,STANDARD,Uvalde,29.21,-99.78,18030
78802,PO BOX,Uvalde,29.15,-100.02,2989
78827,STANDARD,Asherton,28.44,-99.76,1220
78828,STANDARD,Barksdale,29.87,-100.02,230
78829,STANDARD,Batesville,28.94,-99.61,1020
78830,STANDARD,Big Wells,28.56,-99.57,610
78832,STANDARD,Brackettville,29.31,-100.41,2670
78833,STANDARD,Camp Wood,29.66,-100.01,1120
78834,STANDARD,Carrizo Springs,28.52,-99.85,7550
78836,PO BOX,Catarina,28.35,-99.61,156
78837,STANDARD,Comstock,29.68,-101.16,318
78838,STANDARD,Concan,29.51,-99.73,430
78839,STANDARD,Crystal City,28.68,-99.82,7650
78840,STANDARD,Del Rio,29.37,-100.89,43660
78841,PO BOX,Del Rio,29.37,-100.89,2135
78842,PO BOX,Del Rio,29.37,-100.89,1733
78843,STANDARD,Laughlin A F B,29.35,-100.78,397
78847,UNIQUE,Del Rio,29.37,-100.89,0
78850,STANDARD,D Hanis,29.35,-99.31,1100
78851,STANDARD,Dryden,30.03,-101.97,50
78852,STANDARD,Eagle Pass,28.7,-100.49,49310
78853,PO BOX,Eagle Pass,28.7,-100.49,11336
78860,PO BOX,El Indio,28.51,-100.31,245
78861,STANDARD,Hondo,29.35,-99.15,10610
78870,STANDARD,Knippa,29.3,-99.63,790
78871,PO BOX,Langtry,29.81,-101.56,55
78872,PO BOX,La Pryor,28.94,-99.84,1641
78873,STANDARD,Leakey,29.72,-99.76,1490
78877,STANDARD,Quemado,28.95,-100.63,810
78879,STANDARD,Rio Frio,29.63,-99.73,190
78880,STANDARD,Rocksprings,30.01,-100.21,1340
78881,STANDARD,Sabinal,29.32,-99.46,2000
78883,STANDARD,Tarpley,29.63,-99.28,230
78884,STANDARD,Utopia,29.61,-99.53,1000
78885,STANDARD,Vanderpool,29.81,-99.54,149
78886,STANDARD,Yancey,29.15,-99.13,540
78931,STANDARD,Bleiblerville,30.02,-96.44,240
78932,STANDARD,Carmine,30.14,-96.68,720
78933,STANDARD,Cat Spring,29.84,-96.32,1320
78934,STANDARD,Columbus,29.7,-96.55,6310
78935,STANDARD,Alleyton,29.74,-96.46,820
78938,STANDARD,Ellinger,29.83,-96.7,360
78940,STANDARD,Fayetteville,29.9,-96.67,1730
